Guideline ID,Description,Vulnerability Discussion,Configuration Parameter,Desired Value,Default Value,Is desired value the default?,Action Type,Assessment using Web Client,Negative Functional Impact,Remediation using Web Client,vSphere API,ESXi Shell Command Assessment,ESXi Shell Command Remediation,vCLI Command Assessment,vCLI Command Remediation,PowerCLI Command Assessment,PowerCLI Command Remediation,Able to set using Host Profile,Reference,Hardening,Site-Specific Setting,Audit Setting
vNetwork.enable-bpdu-filter,Enable BPDU filter on the ESXi host to prevent being locked out of physical switch ports with Portfast and BPDU Guard enabled,"BPDU Guard and Portfast are commonly enabled on the physical switch to which the ESXi host is directly connected to reduce the STP convergence delay. 

If a BPDU packet is sent from a virtual machine on the ESXi host to the physical switch so configured, a cascading lockout of all the uplink interfaces from the ESXi host can occur. 

To prevent this type of lockout, BPDU Filter can be enabled on the ESXi host to drop any BPDU packets being sent to the physical switch. 

The caveat is that certain SSL VPN which use Windows bridging capability can legitimately generate BPDU packets. The administrator should verify that there are no legitimate BPDU packets generated by virtual machines on the ESXi host prior to enabling BPDU Filter. 

If BPDU Filter is enabled in this situation, enabling Reject Forged Transmits on the virtual switch port group adds protection against Spanning Tree loops.

In the 6.7 SCG this was changed to a Site-Specific setting to be more in line with the guidelines intent. You need to be using BPDU in guest and have BPDU configured on a hardware switch. ",Net.BlockGuestBPDU,1,0,No,Modify,"From vSphere Web Client, select the host and then click ""Configure"" -> ""Settings"" -> ""System"" -> ""Advanced System settings"". Filter for Net.BlockGuestBPDU to see the configured value. It should be set to the desired value.",None,"From vSphere Web cClient, select the host and then click ""Configure"" -> ""Settings"" -> ""System"" -> ""Advanced System settings"". Filter for Net.BlockGuestBPDU to see the configured value. Click edit and set it to the desired value.",https://code.vmware.com/apis/196/vsphere#/doc/vim.option.OptionManager.html,esxcli system settings advanced list -o /Net/BlockGuestBPDU,esxcli system settings advanced set -o /Net/BlockGuestBPDU -i 0,esxcli <conn_options> system settings advanced list -o /Net/BlockGuestBPDU,esxcli conn_options system settings advanced set -o /Net/BlockGuestBPDU -i 0,Get-VMHost | Get-AdvancedSetting -Name Net.BlockGuestBPDU,Get-VMHost | Get-AdvancedSetting -Name Net.BlockGuestBPDU | Set-AdvancedSetting -Value 1,N/A,"http://kb.vmware.com/kb/2017193

http://kb.vmware.com/kb/2047822


http://pubs.vmware.com/vsphere-67/topic/com.vmware.vsphere.security.doc/GUID-FA661AE0-C0B5-4522-951D-A3790DBE70B4.html",FALSE,TRUE,FALSE
vNetwork.limit-network-healthcheck ,Enable VDS network healthcheck only if you need it,"Network Healthcheck is disabled by default. Once enabled, the healthcheck packets contain information on host#, vds# port#, which an attacker would find useful. It is recommended that network healthcheck be used for troubleshooting, and turned off when troubleshooting is finished.",N/A,Disabled,Disabled,Yes,Audit Only,"From the vSphere Web Client, select each VDS and go to ""Configure"" -> ""Settings"" -> Health check"". Verify that ""VLAN and MTU Check"" and ""Teaming and Failover Check"" are both ""Disabled"".",None,"From the vSphere Web Client, select each VDS and go to ""Configure"" -> ""Settings"" -> Health check"". Click ""Edit"" and set ""VLAN and MTU Check"" and ""Teaming and Failover Check"" to ""Disabled"".",https://code.vmware.com/apis/358/vsphere#/doc/vim.DistributedVirtualSwitch.HealthCheckConfig.html,N/A,N/A,N/A,N/A,"$vds = Get-VDSwitch
$vds.ExtensionData.Config.HealthCheckConfig","Get-View -ViewType DistributedVirtualSwitch | ?{($_.config.HealthCheckConfig | ?{$_.enable -notmatch ""False""})}| %{$_.UpdateDVSHealthCheckConfig(@((New-Object Vmware.Vim.VMwareDVSVlanMtuHealthCheckConfig -property @{enable=0}),(New-Object Vmware.Vim.VMwareDVSTeamingHealthCheckConfig -property @{enable=0})))}",N/A,"​http://pubs.vmware.com/vsphere-67/topic/com.vmware.vsphere.security.doc/GUID-C590B7D3-4E28-4F2B-8A59-4CDB9C6F2DAA.html
http://pubs.vmware.com/vsphere-67/topic/com.vmware.vsphere.networking.doc/GUID-4A6C1E1C-8577-4AE6-8459-EEB942779A82.html
 ",FALSE,FALSE,TRUE
vNetwork.reject-forged-transmit-dvportgroup,Ensure that the “Forged Transmits” policy is set to reject,"If the virtual machine operating system changes the MAC address, the operating system can send frames with an impersonated source MAC address at any time. This allows an operating system to stage malicious attacks on the devices in a network by impersonating a network adaptor authorized by the receiving network. 

When the Forged transmits option is set to Accept, ESXi does not compare source and effective MAC addresses.

To protect against MAC impersonation, you can set the Forged transmits option to Reject. If you do, the host compares the source MAC address being transmitted by the guest operating system with the effective MAC address for its virtual machine adapter to see if they match. If the addresses do not match, the ESXi host drops the packet. ",N/A,Reject,Reject,Yes,Audit Only,"From vSphere web client, for each portgroup within each distributed switch go to ""Configure"" -> ""Settings"" -> ""Policies"". 

Verify that ""Forged transmits"" policy is set to ""Reject"".","This will prevent VMs from changing their effective MAC address. This will affect applications that require this functionality. 

An example of an application like this is Microsoft Clustering, which requires systems to effectively share a MAC address. 

This will also affect how a layer 2 bridge will operate. This will also affect applications that require a specific MAC address for licensing. An exception should be made for the dvPortgroups that these applications are connected to.
","From vSphere Web Client, for each portgroup within each distributed switch go to ""Configure"" -> ""Settings"" -> ""Policies"" and click ""Edit"". Go to ""Security"" and set the ""Forged transmits"" policy to ""Reject"".",https://code.vmware.com/apis/358/vsphere#/doc/vim.dvs.DistributedVirtualPortgroup.PortgroupPolicy.html,N/A,N/A,N/A,N/A,"Get-VDSwitch | Get-VDSecurityPolicy
Get-VDPortgroup | ?{$_.IsUplink -eq $False} | Get-VDSecurityPolicy","Get-VDSwitch | Get-VDSecurityPolicy | Set-VDSecurityPolicy -ForgedTransmits $False

Get-VDPortgroup | ?{$_.IsUplink -eq $False} | Get-VDSecurityPolicy | Set-VDSecurityPolicy -ForgedTransmits $False",N/A,"http://pubs.vmware.com/vsphere-67/topic/com.vmware.vsphere.networking.doc/GUID-891147DD-3E2E-45A1-9B50-7717C3443DD7.html
http://pubs.vmware.com/vsphere-67/topic/com.vmware.vsphere.security.doc/GUID-C590B7D3-4E28-4F2B-8A59-4CDB9C6F2DAA.html",FALSE,FALSE,TRUE
vNetwork.reject-forged-transmit-StandardSwitch,Ensure that the “Forged Transmits” policy is set to reject,"If the virtual machine operating system changes the MAC address, the operating system can send frames with an impersonated source MAC address at any time. This allows an operating system to stage malicious attacks on the devices in a network by impersonating a network adaptor authorized by the receiving network. 

Forged transmissions is set to Accept by default. 

This means the virtual switch does not compare the source and effective MAC addresses. 

To protect against MAC address impersonation, all virtual switches should have forged transmissions set to Reject. Reject Forged Transmit can be set at the vSwitch and/or the Portgroup level. You can override switch level settings at the Portgroup level.",N/A,Reject,Accept,No,Modify,"From the vSphere Web Client select the host and click ""Configure"" -> ""Networking"" -> ""Virtual Switches"". For each virtual switch and for each port group within that virtual switch, click edit. Go to ""Security"" and verify that ""Forged Transmits"" is set to ""Reject"".","This will prevent VMs from changing their effective MAC address. This will affect applications that require this functionality. An example of an application like this is Microsoft Clustering, which requires systems to effectively share a MAC address. This will also affect how a layer 2 bridge will operate. 

This will also affect applications that require a specific MAC address for licensing. An exception should be made for the port groups that these applications are connected to.
","From the vSphere Web Client select the host and click ""Configure"" -> ""Networking"" -> ""Virtual Switches"". For each virtual switch and for each port group within that virtual switch, click edit. Go to ""Security"" and set the ""Forged Transmits"" to ""Reject"".",https://code.vmware.com/apis/358/vsphere#/doc/vim.host.NetworkPolicy.SecurityPolicy.html,# esxcli network vswitch standard policy security get -v [VSWITCH],# esxcli network vswitch standard policy security set -v vSwitch2 -f False,# esxcli <conn_options> network vswitch standard policy security get -v [VSWITCH],# esxcli conn_options vswitch standard policy security set -v vSwitch2 -f False,"Get-VirtualSwitch | Get-SecurityPolicy
Get-VirtualPortGroup | Get-SecurityPolicy","Get-VirtualSwitch | Get-SecurityPolicy | Set-SecurityPolicy -ForgedTransmits $False 

Get-VirtualPortGroup | Get-SecurityPolicy | Set-SecurityPolicy -ForgedTransmitsInherited $True",N/A,"http://pubs.vmware.com/vsphere-67/topic/com.vmware.vsphere.security.doc/GUID-7DC6486F-5400-44DF-8A62-6273798A2F80.html
http://pubs.vmware.com/vsphere-67/topic/com.vmware.vsphere.networking.doc/GUID-891147DD-3E2E-45A1-9B50-7717C3443DD7.html",TRUE,FALSE,FALSE
vNetwork.reject-mac-changes-dvportgroup,Ensure that the “MAC Address Changes” policy is set to reject,"If the virtual machine operating system changes the MAC address, it can send frames with an impersonated source MAC address at any time. This allows it to stage malicious attacks on the devices in a network by impersonating a network adaptor authorized by the receiving network. This will prevent VMs from changing their effective MAC address. It will affect applications that require this functionality. An example of an application like this is Microsoft Clustering, which requires systems to effectively share a MAC address. This will also affect how a layer 2 bridge will operate. This will also affect applications that require a specific MAC address for licensing. An exception should be made for the  dvPortgroups that these applications are connected to.",N/A,Reject,Reject,Yes,Audit Only,"From vSphere web client, for each portgroup within each distributed switch go to ""Configure"" -> ""Settings"" -> ""Policies"". Verify that ""MAC address changes"" policy is set to ""Reject"".","This will prevent VMs from changing their effective MAC address. It will affect applications that require this functionality. An example of an application like this is Microsoft Clustering, which requires systems to effectively share a MAC address. This will also affect how a layer 2 bridge will operate. This will also affect applications that require a specific MAC address for licensing. An exception should be made for the dvPortgroups that these applications are connected to.","From vSphere web client, for each portgroup within each distributed switch go to ""Configure"" -> ""Settings"" -> ""Policies"" and click ""Edit"". Go to ""Security"" and set the ""MAC address changes"" policy to ""Reject"".",https://code.vmware.com/apis/358/vsphere#/doc/vim.host.NetworkPolicy.SecurityPolicy.html,N/A,N/A,N/A,N/A,"Get-VDSwitch | Get-VDSecurityPolicy
Get-VDPortgroup | Get-VDSecurityPolicy","Get-VDSwitch | Get-VDSecurityPolicy | Set-VDSecurityPolicy -MacChanges $False

Get-VDPortgroup | Get-VDSecurityPolicy | Set-VDSecurityPolicy -MacChanges $False",N/A,​http://pubs.vmware.com/vsphere-67/topic/com.vmware.vsphere.security.doc/GUID-C590B7D3-4E28-4F2B-8A59-4CDB9C6F2DAA.html,FALSE,FALSE,TRUE
vNetwork.reject-mac-changes-StandardSwitch,Ensure that the “MAC Address Changes” policy is set to reject,"If the virtual machine operating system changes the MAC address, it can send frames with an impersonated source MAC address at any time. This allows it to stage malicious attacks on the devices in a network by impersonating a network adaptor authorized by the receiving network. This will prevent VMs from changing their effective MAC address. It will affect applications that require this functionality. An example of an application like this is Microsoft Clustering, which requires systems to effectively share a MAC address. This will also affect how a layer 2 bridge will operate. This will also affect applications that require a specific MAC address for licensing. An exception should be made for the port groups that these applications are connected to. Reject MAC Changes can be set at the vSwitch and/or the Portgroup level. You can override switch level settings at the Portgroup level.",N/A,Reject,Reject,Yes,Audit Only,"From the vSphere web client select the host and click ""Configure"" -> ""Networking"" -> ""Virtual Switches"". For each virtual switch and for each port group within that virtual switch, click edit. Go to ""Security"" and verify that ""MAC address changes"" is set to ""Reject"".","This will prevent VMs from changing their effective MAC address. It will affect applications that require this functionality. An example of an application like this is Microsoft Clustering, which requires systems to effectively share a MAC address. This will also affect how a layer 2 bridge will operate. This will also affect applications that require a specific MAC address for licensing. An exception should be made for the port groups that these applications are connected to.","From the vSphere web client select the host and click ""Configure"" -> ""Networking"" -> ""Virtual Switches"". For each virtual switch and for each port group within that virtual switch, click edit. Go to ""Security"" and set the ""MAC address changes"" to ""Reject"".",https://code.vmware.com/apis/358/vsphere#/doc/vim.host.VirtualSwitch.Config.html,# esxcli network vswitch standard policy security get -v [VSWITCH],# esxcli network vswitch standard policy security set -v vSwitch2 -m False,# esxcli <conn_options> network vswitch standard policy security get -v [VSWITCH],# esxcli conn_options vswitch standard policy security set -v vSwitch2 -m False,"Get-VirtualSwitch | Get-SecurityPolicy
Get-VirtualPortGroup | Get-SecurityPolicy","Get-VirtualSwitch | Get-SecurityPolicy | Set-SecurityPolicy -MacChanges $False

Get-VirtualPortGroup | Get-SecurityPolicy | Set-SecurityPolicy -MacChangesInherited $True",N/A,​http://pubs.vmware.com/vsphere-67/topic/com.vmware.vsphere.security.doc/GUID-942BD3AA-731B-4A05-8196-66F2B4BF1ACB.html,TRUE,FALSE,FALSE
vNetwork.reject-promiscuous-mode-dvportgroup,Ensure that the “Promiscuous Mode” policy is set to reject,"When promiscuous mode is enabled for a dvPortgroup, all virtual machines connected to the dvPortgroup have the potential of reading all packets across that network, meaning only the virtual machines connected to that  dvPortgroup. Promiscuous mode is disabled by default on the ESXI Server, and this is the recommended setting. However, there might be a legitimate reason to enable it for debugging, monitoring or troubleshooting reasons. Security devices might require the ability to see all packets on a vSwitch.  An exception should be made for the dvPortgroups that these applications are connected to, in order to allow for full-time visibility to the traffic on that dvPortgroup.  Unlike standard vSwitches, dvSwitches only allow Promiscuous Mode at the dvPortgroup level",N/A,Reject,Reject,Yes,Audit Only,"From vSphere web client, for each portgroup within each distributed switch go to ""Configure"" -> ""Settings"" -> ""Policies"". Verify that ""Promiscuous Mode"" policy is set to ""Reject"".",Security devices that require the ability to see all packets on a vSwitch will not operate properly if the “Promiscuous Mode” parameter is set to “Reject.”,"From vSphere web client, for each portgroup within each distributed switch go to ""Configure"" -> ""Settings"" -> ""Policies"" and click ""Edit"". Go to ""Security"" and set the ""Promiscuous Mode"" policy to ""Reject"".",https://code.vmware.com/apis/358/vsphere#/doc/vim.host.VirtualSwitch.Config.html,N/A,N/A,N/A,N/A,"Get-VDSwitch | Get-VDSecurityPolicy
Get-VDPortgroup | Get-VDSecurityPolicy","Get-VDSwitch | Get-VDSecurityPolicy | Set-VDSecurityPolicy -AllowPromiscuous $False

Get-VDPortgroup | Get-VDSecurityPolicy | Set-VDSecurityPolicy -AllowPromiscuous $False",N/A,​http://pubs.vmware.com/vsphere-67/topic/com.vmware.vsphere.security.doc/GUID-C590B7D3-4E28-4F2B-8A59-4CDB9C6F2DAA.html,FALSE,FALSE,TRUE
vNetwork.reject-promiscuous-mode-StandardSwitch,Ensure that the “Promiscuous Mode” policy is set to reject,"When promiscuous mode is enabled for a virtual switch all virtual machines connected to the Portgroup have the potential of reading all packets across that network, meaning only the virtual machines connected to that Portgroup. Promiscuous mode is disabled by default on the ESXI Server, and this is the recommended setting. However, there might be a legitimate reason to enable it for debugging, monitoring or troubleshooting reasons. Security devices might require the ability to see all packets on a vSwitch.  An exception should be made for the Portgroups that these applications are connected to, in order to allow for full-time visibility to the traffic on that Portgroup. Promiscous mode can be set at the vSwitch and/or the Portgroup level. You can override switch level settings at the Portgroup level.",N/A,Reject,Reject,Yes,Audit Only,"From the vSphere Web Client select the host and click ""Configure"" -> ""Networking"" -> ""Virtual Switches"". For each virtual switch and for each port group within that virtual switch, click edit. Go to ""Security"" and verify that ""Promiscuous Mode"" is set to ""Reject"".","Security devices that require the ability to see all packets on a vSwitch will not operate properly if the “Promiscuous Mode” policy is set to “Reject"".","From the vSphere Web Client select the host and click ""Configure"" -> ""Networking"" -> ""Virtual Switches"". For each virtual switch and for each port group within that virtual switch, click Edit. Go to ""Security"" and set the ""Promiscuous Mode"" to ""Reject"".",https://code.vmware.com/apis/358/vsphere#/doc/vim.host.VirtualSwitch.Config.html,# esxcli network vswitch standard policy security get -v [VSWITCH],# esxcli network vswitch standard policy security set -v vSwitch2 -p False,# esxcli <conn_options> network vswitch standard policy security get -v [VSWITCH],# esxcli conn_options vswitch standard policy security set -v vSwitch2 -p False,"Get-VirtualSwitch | Get-SecurityPolicy
Get-VirtualPortGroup | Get-SecurityPolicy","Get-VirtualSwitch | Get-SecurityPolicy | Set-SecurityPolicy -AllowPromiscuous $False

Get-VirtualPortGroup | Get-SecurityPolicy | Set-SecurityPolicy -AllowPromiscuousInherited $True",N/A,"​http://pubs.vmware.com/vsphere-67

Update Reference and API URLs

/topic/com.vmware.vsphere.security.doc/GUID-92F3AB1F-B4C5-4F25-A010-8820D7250350.html",FALSE,FALSE,TRUE
vNetwork.restrict-netflow-usage,Ensure that VDS Netflow traffic is only being sent to authorized collector IPs,"The vSphere VDS can export Netflow information about traffic crossing the VDS. Netflow exports are not encrypted and can contain information about the virtual network making it easier for  a MITM attack to be executed successfully.  If Netflow export is required, verify that all VDS Netflow target IP's are correct.",N/A,Site-Specific,NULL,No,Add,"From vSphere Web Client, for each distributed switch go to ""Configure"" -> ""Settings"" -> ""NetFlow"". Verify that ""Collector IP address"" and ""Collector port"" are legitimate.",None,"From vSphere Web Client, for each distributed switch go to ""Configure"" -> ""Settings"" -> ""NetFlow"". Click ""Edit"" and set the ""Collector IP address"" and ""Collector port"" as appropriate.",https://code.vmware.com/apis/196/vsphere#/doc/vim.DistributedVirtualSwitch.html,N/A,N/A,N/A,N/A,"Get-VDPortgroup | Select Name, VirtualSwitch, @{Name=""NetflowEnabled"";Expression={$_.Extensiondata.Config.defaultPortConfig.ipfixEnabled.Value}} | Where-Object {$_.NetflowEnabled -eq ""True""}","# Disable Netfow for a VDPortgroup
$DPortgroup = <name of portgroup>
Get-VDPortgroup $DPortGroup | Disable-PGNetflow

#Function for  Disable-PGNetflow
#From: http://www.virtu-al.net/2013/07/23/disabling-netflow-with-powercli/

Function Disable-PGNetflow {
   [CmdletBinding()]
   Param (
      [Parameter(ValueFromPipeline=$True)]
      $DVPG
   )
   Process {
      Foreach ($PG in $DVPG) {
         $spec = New-Object VMware.Vim.DVPortgroupConfigSpec
         $spec.configversion = $PG.Extensiondata.Config.ConfigVersion
         $spec.defaultPortConfig = New-Object VMware.Vim.VMwareDVSPortSetting
         $spec.defaultPortConfig.ipfixEnabled = New-Object VMware.Vim.BoolPolicy
         $spec.defaultPortConfig.ipfixEnabled.inherited = $False
         $spec.defaultPortConfig.ipfixEnabled.value = $False
 
         $PGView = Get-View -Id $PG.Id
         $PGView.ReconfigureDVPortgroup_Task($spec)
      }
   }
}
 
# Disable Netfow for a VDPortgroup
#Get-VDPortgroup DPortGroup | Disable-PGNetflow
",N/A,"http://pubs.vmware.com/vsphere-67/topic/com.vmware.vsphere.security.doc/GUID-FA661AE0-C0B5-4522-951D-A3790DBE70B4.html
http://pubs.vmware.com/vsphere-67/topic/com.vmware.vsphere.networking.doc/GUID-55FCEC92-74B9-4E5F-ACC0-4EA1C36F397A.html

",FALSE,TRUE,TRUE
vNetwork.restrict-port-level-overrides,Restrict port-level configuration overrides on VDS ,"Port-level configuration overrides are disabled by default. Once enabled, this allows for different security settings to be set from what is established at the Port-Group level. There are cases where particular VM's require unique configurations, but this should be monitored so it is only used when authorized.  If overrides are not monitored, anyone who gains access to a VM with a less secure VDS configuration could surreptiously exploit that broader access.",N/A,Disabled,Disabled,Yes,Audit Only,"From vSphere Web Client, for each portgroup within each distributed switch go to ""Configure"" -> ""Settings"" -> ""Properties"". Verify that all ""Override port policies"" are ""Disabled"".",Specific port level overrides would be denied.,"From vSphere Web Client, for each portgroup within each distributed switch go to ""Configure"" -> ""Settings"" -> ""Properties"". Click ""Edit"" and go to ""Advanced"". Disable all ""Override port policies"".",https://code.vmware.com/apis/196/vsphere#/doc/vim.DistributedVirtualSwitch.html,N/A,N/A,N/A,N/A,Get-VDPortgroup | Get-VDPortgroupOverridePolicy,,N/A,"http://pubs.vmware.com/vsphere-67/topic/com.vmware.vsphere.security.doc/GUID-FA661AE0-C0B5-4522-951D-A3790DBE70B4.html
http://pubs.vmware.com/vsphere-67/topic/com.vmware.vsphere.networking.doc/GUID-DDF5CD98-454A-471D-9053-03ABB8FE86D1.html",FALSE,FALSE,TRUE
vNetwork.verify-dvfilter-bind,Audit use of dvfilter network APIs,"If you are not using a product such as VMware NSX that make use of the dvfilter network API, the host should not be configured to send network information to a IP Address. If the API is enabled and the system running at the IP address referenced is compromised then there is potential for that system to provide unauthorized access to the network of other VMs on the host.  If you are using a product that makes use of this API then verify that the host has been configured correctly.",Net.DVFilterBindIpAddress,NULL,NULL,Yes,Audit Only,"From vSphere web client, select a&nbsp; host and click ""Configure"" -> ""Settings"" -> ""System"" -> ""Advanced System settings"". Filter for Net.DVFilterBindIpAddress to see the configured value. It should be set to the desired value or to the IP address of the appropriate VM using dvfilter network APIs.",This will prevent a dvfilter-based network security appliance from functioning,"From vSphere web client, select host and then click ""Configure"" -> ""Settings"" -> ""System"" -> ""Advanced System settings"". Filter for Net.DVFilterBindIpAddress to see the configured value. Click edit and set it to the desired value or to the IP address of the appropriate VM using dvfilter network APIs.",https://code.vmware.com/apis/196/vsphere#/doc/vim.option.OptionManager.html,"# esxcli --formatter=csv --format-param=fields=""Path,Int Value"" system settings advanced list | grep /Net/DVFilterBindIpAddress",# esxcli system settings advanced set -o /Net/DVFilterBindIpAddress -d,"# esxcli <conn_options> --formatter=csv --format-param=fields=""Path,Int Value"" system settings advanced list | grep /Net/DVFilterBindIpAddress",# esxcli conn_options system settings advanced set -o /Net/DVFilterBindIpAddress -d,Get-VMHost | Get-AdvancedSetting -Name Net.DVFilterBindIpAddress,"Get-VMHost | Get-AdvancedSetting -Name Net.DVFilterBindIpAddress | Set-AdvancedSetting -Value """"",NO,"http://pubs.vmware.com/vsphere-67/topic/com.vmware.vsphere.security.doc/GUID-CD0783C9-1734-4B9A-B821-ED17A77B0206.html
http://pubs.vmware.com/vsphere-67/topic/com.vmware.vsphere.ext_solutions.doc/GUID-6013E15D-92CE-4970-953C-ACCB36ADA8AD.html
",FALSE,FALSE,TRUE
