control_id,priority,resource_kind,adapter_kind,parameter,parameter_kind,value_type,expected_value,title,description,source_ref,remediation_text,read_recipe
vm.tools-updates,P0,VirtualMachine,VMWARE,,powercli_only,string,N/A,The guest OS must ensure that VMware Tools are updated.,"VMware Tools are an important part of the VMware ecosystem, enabling guest OSes to be shut down gracefully, managed throughout their lifecycle, providing drivers for paravirtualized devices, and helping to deploy and customize VMs from templates. Like all other software the VMware Tools need to be managed and updated. Ensure that you are running a supported version for your guest OS, whether it is delivered as part of the Linux distribution or installed by you for Microsoft Windows.",SCG-8.0:guest-8.tools-updates,"Site-Specific. Multiple ways to update VMware Tools. Drivers for vmxnet3 and pvscsi are also available via Windows Update, please ensure you are importing them into tools such as WSUS.",
vm.tools-upgrade,P0,VirtualMachine,VMWARE,autoupgrade allow-upgrade,powercli_only,boolean,true,The guest OS must configure automatic VMware Tools upgrades as appropriate for the environment.,"VMware Tools updates can be initiated by vSphere, which can be helpful for maintaining current VMware Tools versions. If VMware Tools is being managed and updated in other ways this functionality should be deactivated. This baseline suggests leaving automatic updates enabled.",SCG-8.0:guest-8.tools-upgrade,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config set autoupgrade allow-upgrade true,
vm.virtual-hardware,P0,VirtualMachine,VMWARE,config.version,vim_property,string,vmx-21,The guest OS must ensure that virtual machine hardware is version 19 or newer where supported.,"Virtual hardware 19 is compatible with ESXi 7.0 Update 2 and later. Newer versions of virtual hardware enable new features and better performance. Consider upgrading to VM Hardware 21 if you are fully updated to vSphere 8. Other VMware guidance urges caution when upgrading; we urge testing of the process. Snapshots capture the virtual hardware version, making testing and rollback easy.

Consider all locations that a virtual machine might run, or need to be restored to.

Changes to the configuration of VMware-supplied virtual appliances are not supported and may cause service disruptions.

This entry is intentionally categorized as ""in-guest"" due to the driver and other updates that will occur when a VM is upgraded, despite the impact being minimal. [PARTIAL COVERAGE: this adapter reads config.version (e.g. ""vmx-21"") and compares it for exact equality to the SCG baseline string. It does NOT evaluate ""version N or newer""; a VM at a higher-than-baseline hardware version will read as non-compliant. See UNAUDITED_CONTROLS.md.]",SCG-8.0:guest-8.virtual-hardware,Set-VM -Name $VM -HardwareVersion vmx-21,scalar:config.version
vc.administration-client-session-timeout,P0,VCenterAdapterInstance,VMWARE,"""Session Timeout""",powercli_only,string,15 minutes,The vCenter Server must terminate vSphere Client sessions after 15 minutes of inactivity.,"Idle vSphere Client sessions can be left open indefinitely if a user forgets to log out, thereby increasing the risk of unauthorized privileged access.",SCG-8.0:vcenter-8.administration-client-session-timeout,N/A (No public API available),
vc.administration-failed-login-interval,P1,VCenterAdapterInstance,VMWARE,Time interval between failures,powercli_only,integer,900,The vCenter Server must set the interval for counting failed login attempts to at least 15 minutes.,"By limiting the number of failed login attempts, the risk of unauthorized access via user password guessing, otherwise known as brute-forcing, is reduced.",SCG-8.0:vcenter-8.administration-failed-login-interval,Get-SsoLockoutPolicy | Set-SsoLockoutPolicy -FailedAttemptIntervalSec 900,
vc.administration-login-message-details,P1,VCenterAdapterInstance,VMWARE,"""Details of Login Message""",powercli_only,string,Consult your organization's legal advisors for text that is applicable to your environment.,Configure the vCenter Server login banner details for the vSphere Client.,"vCenter Server can display a login message, which serves to deter illegal activities and communicate system usage obligations to authorized users. This configuration sets the detailed text linked from the vSphere Client login page message.",SCG-8.0:vcenter-8.administration-login-message-details,"N/A (No public API available) ; ; Can be configured using ""/opt/vmware/bin/sso-config.sh -set_logon_banner -title <logon_banner_title> <logonBannerFile>"" from an appliance shell. Please deactivate the shell again when you are done.",
vc.administration-login-message-enable,P1,VCenterAdapterInstance,VMWARE,"""Show Login Message""",powercli_only,boolean,TRUE,Enable the vCenter Server login banner for the vSphere Client.,"vCenter Server can show a login message, useful for deterring intruders and communicating usage obligations to authorized users. This configuration enables the display of this message on the vSphere Client login page.",SCG-8.0:vcenter-8.administration-login-message-enable,"N/A (No public API available) ; ; Can be configured using ""/opt/vmware/bin/sso-config.sh -set_logon_banner -title <logon_banner_title> <logonBannerFile>"" from an appliance shell. Please deactivate the shell again when you are done.",
vc.administration-login-message-text,P1,VCenterAdapterInstance,VMWARE,"""Login Message""",powercli_only,string,Consult your organization's legal advisors for specific text.,Configure the vCenter Server login banner text for the vSphere Client.,"vCenter Server allows a login message, which deters intruders and communicates obligations to authorized users. This configuration establishes the text displayed on the vSphere Client login page.",SCG-8.0:vcenter-8.administration-login-message-text,"N/A (No public API available) ; ; Can be configured using ""/opt/vmware/bin/sso-config.sh -set_logon_banner -title <logon_banner_title> <logonBannerFile>"" from an appliance shell. Please deactivate the shell again when you are done.",
vc.administration-sso-groups,P0,VCenterAdapterInstance,VMWARE,,powercli_only,string,Not Configured,The vCenter Server must separate authentication and authorization for administrators.,"Combining authentication and authorization, as done in services like Active Directory, risks infrastructure breaches if compromised. Hence, vCenter Server should segregate these for administrators. Consider local SSO groups for authorization to better manage risk where feasible.",SCG-8.0:vcenter-8.administration-sso-groups,N/A (No public API available),
vc.administration-sso-lockout-policy-max-attempts,P2,VCenterAdapterInstance,VMWARE,Maximum number of failed login attempts,powercli_only,integer,5,The vCenter Server must lock an account after a specified number of failed login attempts.,"Repeated failed logins for an account may signal security issues. To limit brute force attempts, lock the account after a certain threshold, balancing between avoiding automatic connection retries and potential denial-of-service attacks.",SCG-8.0:vcenter-8.administration-sso-lockout-policy-max-attempts,Get-SsoLockoutPolicy | Set-SsoLockoutPolicy -MaxFailedAttempts 5,
vc.administration-sso-lockout-policy-unlock-time,P0,VCenterAdapterInstance,VMWARE,Unlock time,powercli_only,integer,0,The vCenter Server must unlock accounts after a specified timeout period.,Repeated failed logins may suggest security threats. Due to the importance of vCenter Server accounts should not automatically unlock when they have been locked due to multiple login failures. Ensure that you have your administrator@vsphere.local information and that it is valid.,SCG-8.0:vcenter-8.administration-sso-lockout-policy-unlock-time,Get-SsoLockoutPolicy | Set-SsoLockoutPolicy -AutoUnlockIntervalSec 0,
vc.administration-sso-password-lifetime,P1,VCenterAdapterInstance,VMWARE,Maximum Lifetime,powercli_only,integer,9999,The vCenter Server must be configured with an appropriate maximum password age.,"Modern best practices for passwords (NIST 800-63B Section 5.1.1.2, among other guidance) indicates that with adequate password entropy, security is not improved by arbitrarily requiring users to change their passwords at certain intervals. Many automated security tools and regulatory compliance frameworks do not reflect this guidance, and may override this recommendation.",SCG-8.0:vcenter-8.administration-sso-password-lifetime,Get-SsoPasswordPolicy | Set-SsoPasswordPolicy -PasswordLifetimeDays 9999,
vc.administration-sso-password-policy,P1,VCenterAdapterInstance,VMWARE,"Maximum Length,
Minimum Length,
Character Requirements",manual_audit,string,Maximum Length: 64,The vCenter Server must enforce password complexity.,"Modern best practices for passwords (NIST 800-63B Section 5.1.1.2, among other guidance) suggests that composition rules (requiring mixtures of character classes, for example) should not be imposed on systems because they tend to not improve the security of passwords and discourage the use of more secure passphrases. Many regulatory compliance frameworks do not reflect this guidance, and may override this recommendation.

Password strength and complexity rules apply to accounts created in vSphere SSO, including administrator@vsphere.local. They do not apply to Active Directory users when vCenter Server is joined to a domain, as those password policies are enforced by AD.",SCG-8.0:vcenter-8.administration-sso-password-policy,Get-SsoPasswordPolicy | Set-SsoPasswordPolicy -MinLength 15 -MaxLength 64 -MinNumericCount 1 -MinSpecialCharCount 1 -MinAlphabeticCount 2 -MinUppercaseCount 1 -MinLowercaseCount 1 -MaxIdenticalAdjacentCharacters 3,
vc.administration-sso-password-reuse,P2,VCenterAdapterInstance,VMWARE,Restrict Reuse,powercli_only,integer,5,Configure the password history setting to restrict the reuse of passwords on the vCenter Server.,Password complexity rules may lead users to reuse old passwords. Configuring the password history setting on the vCenter Server can help prevent this.,SCG-8.0:vcenter-8.administration-sso-password-reuse,Get-SsoPasswordPolicy | Set-SsoPasswordPolicy -ProhibitedPreviousPasswordsCount 5,
vc.etc-issue,P1,VCenterAdapterInstance,VMWARE,etc.issue,advanced_setting,string,Consult your organization's legal advisors for text that is applicable to your environment.,Configure the vCenter Server login banner text for access via SSH.,"vCenter Server allows a login message, which deters intruders and communicates obligations to authorized users. This configuration establishes the text displayed when a client connects via SSH. The default text leaks information to attackers about system configuration and should be changed.",SCG-8.0:vcenter-8.etc-issue,"Get-AdvancedSetting -Entity $VC -Name etc.issue | Set-AdvancedSetting -Value ""****************************************************************************`n* Authorized users only. Actual or attempted unauthorized use of this *`n* system is prohibited and may result in criminal, civil, security, or *`n* administrative proceedings and/or penalties. Use of this information *`n* system indicates consent to monitoring and recording, without notice *`n* or permission. Users have no expectation of privacy. Any information *`n* stored on or transiting this system, or obtained by monitoring and/or *`n* recording, may be disclosed to law enforcement and/or used in accordance *`n* with Federal law, State statute, and organization policy. If you are not *`n* an authorized user of this system, exit the system at this time. *`n****************************************************************************`n""",
vc.events-database-retention,P2,VCenterAdapterInstance,VMWARE,Task Retention,powercli_only,integer,30,The vCenter server must have task and event retention set to an apppropriate interval.,"vCenter Server retains task and event data, which ages out to save storage space. The age is configurable. This only impacts local storage of event data on the vCenter Server Appliance.",SCG-8.0:vcenter-8.events-database-retention,N/A (No public API available),
vc.events-remote-logging,P2,VCenterAdapterInstance,VMWARE,vpxd.event.syslog.enabled,advanced_setting,boolean,true,Enable remote logging of vCenter Server events.,Remote logging to a central host enhances vCenter Server's security by storing logs securely. It simplifies monitoring across hosts and supports aggregate analysis for detecting coordinated attacks. Centralized logging prevents tampering and serves as a reliable long-term audit record.,SCG-8.0:vcenter-8.events-remote-logging,Get-AdvancedSetting -Entity $VC -Name vpxd.event.syslog.enabled | Set-AdvancedSetting -Value true,
vc.fips-enable,P2,VCenterAdapterInstance,VMWARE,vami.system.security.global-fips.enabled,vami_api,boolean,true,The vCenter Server must enable FIPS-validated cryptography.,FIPS cryptography makes a number of changes to the system to remove weaker ciphers. Enabling this will cause vCenter Server to reboot.,SCG-8.0:vcenter-8.fips-enable,$spec = Initialize-SystemSecurityGlobalFipsUpdateSpec -Enabled $true ; Invoke-SetSystemGlobalFips -SystemSecurityGlobalFipsUpdateSpec $spec,vami:system/security/global-fips:enabled
vc.logs-level-global,P2,VCenterAdapterInstance,VMWARE,config.log.level,advanced_setting,string,info,The vCenter Server must produce audit records containing information to establish what type of events occurred.,It is important to ensure that sufficient information is present in audit logs for diagnostics and forensics purposes.,SCG-8.0:vcenter-8.logs-level-global,Get-AdvancedSetting -Entity $VC -Name config.log.level | Set-AdvancedSetting -Value info,
dvpg.network-mac-learning,P2,DistributedVirtualPortgroup,VMWARE,config.defaultPortConfig.macManagementPolicy.macLearningPolicy.enabled,vim_property,boolean,false,All distributed switch port groups must deactivate MAC Learning unless used intentionally.,"MAC Learning enables a distributed switch to provide network connectivity to systems where more than one MAC address is used on a vNIC. This can be useful in special cases like nested virtualization (running ESXi inside ESXi, for example). MAC learning also supports unknown unicast flooding. Normally, when a packet that is received by a port has an unknown destination MAC address, the packet is dropped. With unknown unicast flooding enabled, the port floods unknown unicast traffic to every port on the switch that has MAC learning and unknown unicast flooding enabled. This property is enabled by default, but only if MAC learning is enabled. It is recommended to disable MAC Learning unless it is in use intentionally for a known workload that requires it.",SCG-8.0:vcenter-8.network-mac-learning,$VDPGview = Get-VDPortgroup -Name $VDPG | Get-View ; $ConfigSpec = New-Object VMware.Vim.DVPortgroupConfigSpec ; $ConfigSpec.DefaultPortConfig = New-Object VMware.Vim.VMwareDVSPortSetting ; $ConfigSpec.DefaultPortConfig.MacManagementPolicy = New-Object VMware.Vim.DVSMacManagementPolicy ; $ConfigSpec.DefaultPortConfig.MacManagementPolicy.MacLearningPolicy = New-Object VMware.Vim.DVSMacLearningPolicy ; $ConfigSpec.DefaultPortConfig.MacManagementPolicy.MacLearningPolicy.Enabled = $false ; $ConfigSpec.ConfigVersion = $VDPGview.Config.ConfigVersion ; $VDPGview.ReconfigureDVPortgroup_Task($ConfigSpec),bool:config.defaultPortConfig.macManagementPolicy.macLearningPolicy.enabled
dvpg.network-reject-forged-transmit-dvportgroup,P2,DistributedVirtualPortgroup,VMWARE,securityPolicy.forgedTransmits,vim_property,string,Reject,All distributed switches and their port groups must be configured to reject forged transmits.,"A virtual machine can impersonate network adapters by changing MAC addresses, posing security threats. By setting the Forged Transmits option to Reject on all distributed switches and port groups, ESXi verifies MAC addresses and prevents such impersonation.",SCG-8.0:vcenter-8.network-reject-forged-transmit-dvportgroup,Get-VDSwitch -Name $VDS | Get-VDSecurityPolicy | Set-VDSecurityPolicy -ForgedTransmits $false ; Get-VDPortgroup -Name $VDPG | Get-VDSecurityPolicy | Set-VDSecurityPolicy -ForgedTransmits $false,bool_policy:config.defaultPortConfig.securityPolicy.forgedTransmits
dvpg.network-reject-mac-changes-dvportgroup,P2,DistributedVirtualPortgroup,VMWARE,securityPolicy.macChanges,vim_property,string,Reject,All distributed switches and their port groups must be configured to reject guest MAC address changes.,"Allowing virtual machines to change MAC addresses poses security risks, enabling potential network adapter impersonation. Rejecting MAC changes on all distributed switches and port groups prevents this, but may impact certain applications like Microsoft Clustering or MAC address-dependent licensing. Exceptions should be made as necessary.",SCG-8.0:vcenter-8.network-reject-mac-changes-dvportgroup,Get-VDSwitch -Name $VDS | Get-VDSecurityPolicy | Set-VDSecurityPolicy -MacChanges $false ; Get-VDPortgroup -Name $VDPG | Get-VDSecurityPolicy | Set-VDSecurityPolicy -MacChanges $false,bool_policy:config.defaultPortConfig.securityPolicy.macChanges
dvpg.network-reject-promiscuous-mode-dvportgroup,P2,DistributedVirtualPortgroup,VMWARE,securityPolicy.allowPromiscuous,vim_property,string,Reject,All distributed switches and their port groups must be configured to reject guest promiscuous mode requests.,"Enabling promiscuous mode on a port group allows all connected virtual machines to read all network packets, posing a potential security risk. Although sometimes necessary for debugging or monitoring, the default setting - reject - is recommended. Exceptions can be made for specific port groups as required.",SCG-8.0:vcenter-8.network-reject-promiscuous-mode-dvportgroup,Get-VDSwitch -Name $VDS | Get-VDSecurityPolicy | Set-VDSecurityPolicy -AllowPromiscuous $false ; Get-VDPortgroup -Name $VDPG | Get-VDSecurityPolicy | Set-VDSecurityPolicy -AllowPromiscuous $false,bool_policy:config.defaultPortConfig.securityPolicy.allowPromiscuous
vds.network-reset-port,P2,DistributedVirtualSwitch,VMWARE,config.policy.portConfigResetAtDisconnect,vim_property,boolean,true,The vCenter Server must reset port configuration when virtual machines are disconnected.,"When a virtual machine is disconnected from the virtual switch port it is desirable to reset the port configuration, so that another virtual machine that attaches has a port in a known state.",SCG-8.0:vcenter-8.network-reset-port,$VDPGview = Get-VDPortgroup -Name $VDPG | Get-View ; $ConfigSpec = New-Object VMware.Vim.DVPortgroupConfigSpec ; $ConfigSpec.DefaultPortConfig = New-Object VMware.Vim.VMwareDVSPortSetting ; $ConfigSpec.Policy = New-Object VMware.Vim.VMwareDVSPortgroupPolicy ; $ConfigSpec.Policy.PortConfigResetAtDisconnect = $true ; $ConfigSpec.ConfigVersion = $VDPGview.Config.ConfigVersion ; $VDPGview.ReconfigureDVPortgroup_Task($ConfigSpec),bool:config.policy.portConfigResetAtDisconnect
vds.network-restrict-discovery-protocol,P1,DistributedVirtualSwitch,VMWARE,config.linkDiscoveryProtocolConfig.operation,vim_property,string,none,The vCenter Server must deactivate CDP/LLDP on distributed switches unless used intentionally.,"vSphere Distributed Virtual Switch can engage in CDP or LLDP, potentially sharing sensitive unencrypted information, like IP addresses and system names, on the network. As it can aid adversaries in understanding or impersonating your environment, However, it is also extremely helpful for legitimate use cases. It is recommended to keep it deactivated unless necessary for troubleshooting or configuration validation.",SCG-8.0:vcenter-8.network-restrict-discovery-protocol,$VDview = Get-VDSwitch -Name $VDS | Get-View ; $ConfigSpec = New-Object VMware.Vim.VMwareDVSConfigSpec ; $ConfigSpec.LinkDiscoveryProtocolConfig = New-Object VMware.Vim.LinkDiscoveryProtocolConfig ; $ConfigSpec.LinkDiscoveryProtocolConfig.Protocol = 'cdp' ; $ConfigSpec.LinkDiscoveryProtocolConfig.Operation = 'none' ; $ConfigSpec.ConfigVersion = $VDview.Config.ConfigVersion ; $VDview.ReconfigureDvs_Task($ConfigSpec),scalar:config.linkDiscoveryProtocolConfig.operation
vds.network-restrict-netflow-usage,P2,DistributedVirtualSwitch,VMWARE,config.defaultPortConfig.ipfixEnabled,vim_property,boolean,false,The vCenter Server must ensure that NetFlow traffic is being sent to authorized collectors.,"vSphere Distributed Switch can export unencrypted NetFlow data, revealing details about virtual network and traffic patterns. It is essential to verify that NetFlow usage is authorized and correctly configured to prevent information leaks.",SCG-8.0:vcenter-8.network-restrict-netflow-usage,$VDPGview = Get-VDPortgroup -Name $VDPG | Get-View ; $ConfigSpec = New-Object VMware.Vim.DVPortgroupConfigSpec ; $ConfigSpec.DefaultPortConfig = New-Object VMware.Vim.VMwareDVSPortSetting ; $ConfigSpec.DefaultPortConfig.IpfixEnabled = New-Object VMware.Vim.BoolPolicy ; $ConfigSpec.DefaultPortConfig.IpfixEnabled.Inherited = $false ; $ConfigSpec.DefaultPortConfig.IpfixEnabled.Value = $false ; $ConfigSpec.ConfigVersion = $VDPGview.Config.ConfigVersion ; $VDPGview.ReconfigureDVPortgroup_Task($ConfigSpec),bool_policy:config.defaultPortConfig.ipfixEnabled
dvpg.network-restrict-port-level-overrides,P2,DistributedVirtualPortgroup,VMWARE,config.policy.securityPolicyOverrideAllowed,vim_property,boolean,false,"The vCenter Server must not override port group settings at the port level on distributed switches, except for block ports.","While port-level configuration overrides may be needed for unique VM setups, they must be closely monitored to prevent unauthorized use. Unmonitored overrides could allow broader access if a less secure Distributed Switch configuration is exploited. [PARTIAL COVERAGE: this adapter checks only the securityPolicyOverrideAllowed flag (1 of ~7 per-port override flags the full control intends — block/teaming/vlan/shaping/vendorConfig/ipfix/trafficFilter overrides are NOT checked). A pass means the security-policy override is correctly disabled, not that the whole control is satisfied. See UNAUDITED_CONTROLS.md.]",SCG-8.0:vcenter-8.network-restrict-port-level-overrides,$VDPGview = Get-VDPortgroup -Name $VDPG | Get-View ; $ConfigSpec = New-Object VMware.Vim.DVPortgroupConfigSpec ; $ConfigSpec.DefaultPortConfig = New-Object VMware.Vim.VMwareDVSPortSetting ; $ConfigSpec.Policy = New-Object VMware.Vim.VMwareDVSPortgroupPolicy ; $ConfigSpec.Policy.UplinkTeamingOverrideAllowed = $false ; $ConfigSpec.Policy.BlockOverrideAllowed = $true ; $ConfigSpec.Policy.LivePortMovingAllowed = $false ; $ConfigSpec.Policy.VlanOverrideAllowed = $false ; $ConfigSpec.Policy.SecurityPolicyOverrideAllowed = $false ; $ConfigSpec.Policy.VendorConfigOverrideAllowed = $false ; $ConfigSpec.Policy.ShapingOverrideAllowed = $false ; $ConfigSpec.Policy.IpfixOverrideAllowed = $false ; $ConfigSpec.Policy.TrafficFilterOverrideAllowed = $false ; $ConfigSpec.ConfigVersion = $VDPGview.Config.ConfigVersion ; $VDPGview.ReconfigureDVPortgroup_Task($ConfigSpec),bool:config.policy.securityPolicyOverrideAllowed
vds.network-restrict-port-mirroring,P2,DistributedVirtualSwitch,VMWARE,config.vspanSession.empty,vim_property,boolean,true,The vCenter Server must remove unauthorized port mirroring sessions on distributed switches.,"vSphere Distributed Switch can mirror traffic between ports, enabling traffic observation. To maintain security, any unauthorized port mirroring sessions on distributed switches must be promptly removed.",SCG-8.0:vcenter-8.network-restrict-port-mirroring,N/A,list_empty:config.vspanSession
dvpg.network-vgt,P2,DistributedVirtualPortgroup,VMWARE,config.defaultPortConfig.vlan.notVgt,vim_property,boolean,true,The vCenter Server must restrict the use of Virtual Guest Tagging (VGT) on Distributed Switches.,"Setting a port group to VLAN 4095 allows Virtual Guest Tagging (VGT), requiring the VM to process VLAN tags. This should only be enabled for VMs authorized and equipped to manage VLAN tags, as inappropriate use can cause service denial or unauthorized VLAN traffic interaction.",SCG-8.0:vcenter-8.network-vgt,"Get-VDPortgroup $VDPG | Set-VDVlanConfiguration -VlanId ""<New VLAN#>""",vlan_id_not:config.defaultPortConfig.vlan
vc.supported,P2,VCenterAdapterInstance,VMWARE,Product Version & Build Number,manual_audit,string,N/A,vCenter Server is a version that has not reached End of General Support status.,Ensure that vCenter Server is of a version that has not reached End of General Support status.,SCG-8.0:vcenter-8.supported,N/A,
vc.tls-profile,P0,VCenterAdapterInstance,VMWARE,vami.tls.profiles.global.profile,vami_api,string,NIST_2024,The vCenter Server must maintain confidentiality and integrity of transmissions by enabling modern TLS ciphers.,"In vCenter Server 8.0.3 and newer, TLS profiles are available to configure client and server TLS settings to use only strong ciphers.

To view the current settings, in the vSphere Client go to Developer Center, then to API Explorer. Select ""appliance"" from the ""Select API"" drop down list then scroll down to the ""tls/profiles/global"" section. Expand the GET call and click Execute.

To update this parameter, in the vSphere Client go to Developer Center, then to API Explorer. Select ""appliance"" from the ""Select API"" drop down list then scroll down to the ""tls/profiles/global"" section. Expand the PUT call and enter the following in the value box:

{
    ""profile"": ""NIST_2024""
}

Click Execute to configure a new global TLS profile. The vCenter Server will restart services after setting this parameter, disconnecting clients.",SCG-8.0:vcenter-8.tls-profile,N/A (Use API Explorer method in Discussion),vami:tls/profiles/global:profile
vc.vami-access-ssh,P2,VCenterAdapterInstance,VMWARE,vami.access.ssh.enabled,vami_api,boolean,false,The vCenter Server SSH service must be deactivated.,"vCenter Server, delivered as an appliance, is intended for management via VAMI, vSphere Client, and APIs. While SSH is a support tool, it should be deactivated unless required, except for vCenter Server High Availability (not vSphere HA!) which necessitates its use.",SCG-8.0:vcenter-8.vami-access-ssh,"(Get-CisService -Name ""com.vmware.appliance.access.ssh"").set($false)",vami:access/ssh:enabled
vc.vami-administration-password-expiration,P0,VCenterAdapterInstance,VMWARE,vami.local-accounts.policy.max-days,vami_api,integer,-1,The vCenter Server root account password expiration must be configured appropriately.,"Modern best practices for passwords (NIST 800-63B Section 5.1.1.2, among other guidance) indicates that with adequate password entropy, security is not improved by arbitrarily requiring users to change their passwords at certain intervals. Many automated security tools and regulatory compliance frameworks do not reflect this guidance, and may override this recommendation.",SCG-8.0:vcenter-8.vami-administration-password-expiration,"(Get-CisService -Name ""com.vmware.appliance.local_accounts.policy"").set(@{max_days=-1})",vami:local-accounts/policy:max_days
vc.vami-backup,P0,VCenterAdapterInstance,VMWARE,"VAMI, Backup",powercli_only,string,Configured,Configure File-Based Backup and Recovery to a secure location unless alternate backup methods are in use.,"File-Based Backup and Recovery, which allows vCenter Server and configuration recovery via the vCenter Server installer, plays a crucial role in safeguarding your environment. It should be appropriately configured. Because this backup method contains information about privileged access to the vSphere cluster it should always be stored securely.",SCG-8.0:vcenter-8.vami-backup,N/A,
vc.vami-firewall-restrict-access,P0,VCenterAdapterInstance,VMWARE,,powercli_only,string,Connections allowed only from authorized infrastructure and administration workstations,The vCenter Server must configure the firewall to only allow traffic from authorized networks.,"Ensures that all incoming and outgoing network traffic is blocked unless explicitly allowed, reducing the attack surface and helping to prevent unauthorized access to the system. Note that outgoing/egress traffic is not blocked, nor are related/established connections, so vCenter Server will still be able to communicate with systems where it initiates the connection. Perimeter firewalls should be used to curtail those types of connections.",SCG-8.0:vcenter-8.vami-firewall-restrict-access,N/A,
vc.vami-syslog,P0,VCenterAdapterInstance,VMWARE,vami.logging.forwarding,vami_api,string,(non-empty),Configure a remote log server for the vCenter Server.,Remote logging to a central host enhances vCenter Server's security by storing logs securely. It simplifies monitoring across hosts and supports aggregate analysis for detecting coordinated attacks. Centralized logging prevents tampering and serves as a reliable long-term audit record.,SCG-8.0:vcenter-8.vami-syslog,N/A,vami:logging/forwarding:(list)
vc.vami-time,P0,VCenterAdapterInstance,VMWARE,vami.ntp.servers,vami_api,string,(non-empty),vCenter Server must have reliable time synchronization sources.,"Cryptography, audit logging, cluster operations, and incident response/forensics heavily rely on synchronized time. The recommended practice for NTP is to have at least four sources. It is not advisable to have only two sources, as having one source is preferable to having two.",SCG-8.0:vcenter-8.vami-time,"(Get-CisService -Name ""com.vmware.appliance.timesync"").set(""NTP"") ; (Get-CisService -Name ""com.vmware.appliance.ntp"").set(""0.vmware.pool.ntp.org,1.vmware.pool.ntp.org,2.vmware.pool.ntp.org,3.vmware.pool.ntp.org"")",vami:ntp:(list)
vc.vami-updates,P0,VCenterAdapterInstance,VMWARE,Product Version & Build Number,manual_audit,string,N/A,vCenter Server has all software updates installed.,"By keeping vCenter Server patches up to date, vulnerabilities can be mitigated. It is important to note that educated attackers can exploit known vulnerabilities when attempting to gain unauthorized access or elevate privileges.

When applying updates, it is recommended to update vCenter Server first, if an update is available, and then proceed with updating ESXi. This sequence ensures that the management layer is updated before updating the ESXi hosts.",SCG-8.0:vcenter-8.vami-updates,N/A,
vc.vpxuser-rotation,P2,VCenterAdapterInstance,VMWARE,VirtualCenter.VimPasswordExpirationInDays,advanced_setting,integer,30,The vCenter Server must configure the vpxuser password to be rotated on an appropriate interval.,Ensures that the vCenter Server is properly rotating the password it automatically sets on the ESXi hosts.,SCG-8.0:vcenter-8.vpxuser-rotation,Get-AdvancedSetting -Entity $VC -Name VirtualCenter.VimPasswordExpirationInDays | Set-AdvancedSetting -Value 30,
vm.deactivate-console-copy,P2,VirtualMachine,VMWARE,isolation.tools.copy.disable,advanced_setting,string,TRUE or Undefined,Virtual machines must have console copy operations deactivated.,"Deactivating console copy operations on virtual machines prevents data copying between the VM and the local client, regardless of whether the user is accessing through Web Console, VMRC, or another method.",SCG-8.0:vm-8.deactivate-console-copy,Get-VM -Name $VM | Get-AdvancedSetting -Name isolation.tools.copy.disable | Remove-AdvancedSetting,
vm.deactivate-console-paste,P2,VirtualMachine,VMWARE,isolation.tools.paste.disable,advanced_setting,string,TRUE or Undefined,Virtual machines must have console paste operations deactivated.,"By disabling console paste operations on virtual machines, data transfer from the local client to the VM is blocked, whether the user is using Web Console, VMRC, or another console.",SCG-8.0:vm-8.deactivate-console-paste,Get-VM -Name $VM | Get-AdvancedSetting -Name isolation.tools.paste.disable | Remove-AdvancedSetting,
vm.deactivate-disk-shrinking-shrink,P2,VirtualMachine,VMWARE,isolation.tools.diskShrink.disable,advanced_setting,string,TRUE or Undefined,Virtual machines must have virtual disk shrinking operations deactivated.,Disabling virtual disk shrinking on virtual machines helps avoid disk unavailability issues. The ability to perform this operation is typically limited for non-administrative users in the guest environment.,SCG-8.0:vm-8.deactivate-disk-shrinking-shrink,Get-VM -Name $VM | Get-AdvancedSetting -Name isolation.tools.diskShrink.disable | Remove-AdvancedSetting,
vm.deactivate-disk-shrinking-wiper,P2,VirtualMachine,VMWARE,isolation.tools.diskWiper.disable,advanced_setting,string,TRUE or Undefined,Virtual machines must have virtual disk wiping operations deactivated.,Disabling virtual disk wiping on virtual machines helps avoid disk unavailability issues. The ability to perform this operation is typically limited for non-administrative users in the guest environment.,SCG-8.0:vm-8.deactivate-disk-shrinking-wiper,Get-VM -Name $VM | Get-AdvancedSetting -Name isolation.tools.diskWiper.disable | Remove-AdvancedSetting,
vm.deactivate-non-essential-3d-features,P2,VirtualMachine,VMWARE,mks.enable3d,advanced_setting,boolean,FALSE,Virtual machines must have 3D graphics features deactivated when not required.,"Turning off 3D graphics features on virtual machines that don't need them reduces potential attack vectors, enhancing overall system security.",SCG-8.0:vm-8.deactivate-non-essential-3d-features,Get-VM -Name $VM | Get-AdvancedSetting mks.enable3d | Set-AdvancedSetting -Value $false,
vm.dvfilter,P2,VirtualMachine,VMWARE,ethernet*.filter*.name,advanced_setting,string,Not Present,"Virtual machines must limit access through the ""dvfilter"" network Application Programming Interface (API).","The dvFilter interface is used by tools like NSX to filter and inspect network traffic. Other tools may use it, too. Ensure that those tools are authorized.",SCG-8.0:vm-8.dvfilter,"Get-VM -Name $VM | Get-AdvancedSetting ""ethernet*.filter*.name*"" | Remove-AdvancedSetting",
